reference_raw,reference_normalized,row_count,year_hint,query_title,resolved_doi,resolved_title,resolved_journal,resolved_year,resolved_source,match_score,resolution_status,candidate_json
2010 Double-Peak Mechanical Properties of Carbon- Nanotube Fibers,double peak mechanical properties of carbon nanotube fibers,10,2010.0,Double-Peak Mechanical Properties of Carbon- Nanotube Fibers,10.1002/smll.201001120,Double‐Peak Mechanical Properties of Carbon‐Nanotube Fibers,Small,2010.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 40.56254, ""api_status"": 200, ""doi"": ""10.1002/smll.201001120"", ""journal"": ""Small"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Double‐Peak Mechanical Properties of Carbon‐Nanotube Fibers"", ""year"": 2010}, {""api_error"": null, ""api_score"": 3200.421, ""api_status"": 200, ""doi"": ""10.1002/smll.201001120"", ""journal"": ""Small"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Double‐Peak Mechanical Properties of Carbon‐Nanotube Fibers"", ""year"": 2010}, {""api_error"": null, ""api_score"": 34.903122, ""api_status"": 200, ""doi"": ""10.1016/b978-1-4557-7863-8.00003-7"", ""journal"": ""Nanotube Superfiber Materials"", ""match_score"": 0.7533333333333334, ""source"": ""crossref"", ""title"": ""Tailoring the Mechanical Properties of Carbon Nanotube Fibers"", ""year"": 2014}, {""api_error"": null, ""api_score"": 827.2841, ""api_status"": 200, ""doi"": ""10.1007/s11671-009-9508-2"", ""journal"": ""Nanoscale Research Letters"", ""match_score"": 0.48425531914893616, ""source"": ""openalex"", ""title"": ""Carbon Nanotubes for Supercapacitor"", ""year"": 2010}, {""api_error"": null, ""api_score"": 659.23816, ""api_status"": 200, ""doi"": ""10.1155/2013/710175"", ""journal"": ""Journal of Nanomaterials"", ""match_score"": 0.45201970443349754, ""source"": ""openalex"", ""title"": ""A Review on Nanomaterial Dispersion, Microstructure, and Mechanical Properties of Carbon Nanotube and Nanofiber Reinforced Cementitious Composites"", ""year"": 2013}]"
2011 Electrical conductivity of pure carbon nanotube yarns,electrical conductivity of pure carbon nanotube yarns,10,2011.0,Electrical conductivity of pure carbon nanotube yarns,10.1016/j.carbon.2011.05.008,Electrical conductivity of pure carbon nanotube yarns,Carbon,2011.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 53.437412, ""api_status"": 200, ""doi"": ""10.1016/j.carbon.2011.05.008"", ""journal"": ""Carbon"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Electrical conductivity of pure carbon nanotube yarns"", ""year"": 2011}, {""api_error"": null, ""api_score"": 4897.2104, ""api_status"": 200, ""doi"": ""10.1016/j.carbon.2011.05.008"", ""journal"": ""Carbon"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Electrical conductivity of pure carbon nanotube yarns"", ""year"": 2011}, {""api_error"": null, ""api_score"": 38.173325, ""api_status"": 200, ""doi"": ""10.1016/j.matdes.2015.03.020"", ""journal"": ""Materials &amp; Design"", ""match_score"": 0.6607407407407407, ""source"": ""crossref"", ""title"": ""Electrical conductivity, strength and microstructure of carbon nanotube multi-yarns"", ""year"": 2015}, {""api_error"": null, ""api_score"": 780.3538, ""api_status"": 200, ""doi"": ""10.1007/s10853-019-03368-0"", ""journal"": ""Journal of Materials Science"", ""match_score"": 0.6290909090909091, ""source"": ""openalex"", ""title"": ""Thermal conductivity of carbon nanotube networks: a review"", ""year"": 2019}, {""api_error"": null, ""api_score"": 36.246998, ""api_status"": 200, ""doi"": ""10.1016/j.carbon.2015.06.044"", ""journal"": ""Carbon"", ""match_score"": 0.6042105263157895, ""source"": ""crossref"", ""title"": ""Time-dependent electrical properties of carbon nanotube yarns"", ""year"": 2015}]"
2015_Mechanism of chemical doping in electronic- type-separated single wall carbon nanotubes towards high electrical conductivity,mechanism of chemical doping in electronic type separated single wall carbon nanotubes towards high electrical conductivity,10,2015.0,Mechanism of chemical doping in electronic- type-separated single wall carbon nanotubes towards high electrical conductivity,10.1039/c5tc02053k,Mechanism of chemical doping in electronic-type-separated single wall carbon nanotubes towards high electrical conductivity,Journal of Materials Chemistry C,2015.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 64.79941, ""api_status"": 200, ""doi"": ""10.1039/c5tc02053k"", ""journal"": ""Journal of Materials Chemistry C"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Mechanism of chemical doping in electronic-type-separated single wall carbon nanotubes towards high electrical conductivity"", ""year"": 2015}, {""api_error"": null, ""api_score"": 3968.6946, ""api_status"": 200, ""doi"": ""10.1039/c5tc02053k"", ""journal"": ""Journal of Materials Chemistry C"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Mechanism of chemical doping in electronic-type-separated single wall carbon nanotubes towards high electrical conductivity"", ""year"": 2015}, {""api_error"": null, ""api_score"": 43.212868, ""api_status"": 200, ""doi"": ""10.1016/s0009-2614(00)00089-0"", ""journal"": ""Chemical Physics Letters"", ""match_score"": 0.5971563981042654, ""source"": ""crossref"", ""title"": ""Controlling the electronic properties of single-wall carbon nanotubes by chemical doping"", ""year"": 2000}, {""api_error"": null, ""api_score"": 46.54969, ""api_status"": 200, ""doi"": ""10.1063/1.1342541"", ""journal"": ""AIP Conference Proceedings"", ""match_score"": 0.5825242718446602, ""source"": ""crossref"", ""title"": ""Tuning the electronic properties of single wall carbon nanotubes by chemical doping"", ""year"": 2000}, {""api_error"": null, ""api_score"": 693.4641, ""api_status"": 200, ""doi"": ""10.1038/ncomms1545"", ""journal"": ""Nature Communications"", ""match_score"": 0.45528455284552843, ""source"": ""openalex"", ""title"": ""Selective dispersion of high purity semiconducting single-walled carbon nanotubes with regioregular poly(3-alkylthiophene)s"", ""year"": 2011}]"
2017 Influence of Carbon Nanotube Characteristics on Macroscopic Fiber Properties,influence of carbon nanotube characteristics on macroscopic fiber properties,10,2017.0,Influence of Carbon Nanotube Characteristics on Macroscopic Fiber Properties,10.1021/acsami.7b10968,Influence of Carbon Nanotube Characteristics on Macroscopic Fiber Properties,ACS Applied Materials &amp; Interfaces,2017.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 36.898186, ""api_status"": 200, ""doi"": ""10.1021/acsami.7b10968"", ""journal"": ""ACS Applied Materials &amp; Interfaces"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Influence of Carbon Nanotube Characteristics on Macroscopic Fiber Properties"", ""year"": 2017}, {""api_error"": null, ""api_score"": 4593.376, ""api_status"": 200, ""doi"": ""10.1021/acsami.7b10968"", ""journal"": ""ACS Applied Materials & Interfaces"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Influence of Carbon Nanotube Characteristics on Macroscopic Fiber Properties"", ""year"": 2017}, {""api_error"": null, ""api_score"": 59.79658, ""api_status"": 200, ""doi"": ""10.1021/acsami.7b10968.s001"", ""journal"": null, ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Influence of Carbon Nanotube Characteristics on Macroscopic Fiber Properties"", ""year"": null}, {""api_error"": null, ""api_score"": 719.6288, ""api_status"": 200, ""doi"": ""10.3390/polym4010275"", ""journal"": ""Polymers"", ""match_score"": 0.4721472392638037, ""source"": ""openalex"", ""title"": ""Dispersion of Carbon Nanotubes: Mixing, Sonication, Stabilization, and Composite Properties"", ""year"": 2012}, {""api_error"": null, ""api_score"": 32.237225, ""api_status"": 200, ""doi"": ""10.1016/b978-0-12-812667-7.00003-3"", ""journal"": ""Nanotube Superfiber Materials"", ""match_score"": 0.4393939393939394, ""source"": ""crossref"", ""title"": ""High-Strength Macroscopic Carbon Nanotube Fiber and Film"", ""year"": 2019}]"
2019 Carbon nanotube fibers with enhanced longitudinal carrier mobility for high-performance all-carbon thermoelectric generators,carbon nanotube fibers with enhanced longitudinal carrier mobility for high performance all carbon thermoelectric generators,10,2019.0,Carbon nanotube fibers with enhanced longitudinal carrier mobility for high-performance all-carbon thermoelectric generators,10.1039/c9nr05757a,Carbon nanotube fibers with enhanced longitudinal carrier mobility for high-performance all-carbon thermoelectric generators,Nanoscale,2019.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 82.40841, ""api_status"": 200, ""doi"": ""10.1039/c9nr05757a"", ""journal"": ""Nanoscale"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Carbon nanotube fibers with enhanced longitudinal carrier mobility for high-performance all-carbon thermoelectric generators"", ""year"": 2019}, {""api_error"": null, ""api_score"": 3783.9197, ""api_status"": 200, ""doi"": ""10.1039/c9nr05757a"", ""journal"": ""Nanoscale"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Carbon nanotube fibers with enhanced longitudinal carrier mobility for high-performance all-carbon thermoelectric generators"", ""year"": 2019}, {""api_error"": null, ""api_score"": 58.412693, ""api_status"": 200, ""doi"": ""10.1021/acsami.4c00935.s001"", ""journal"": null, ""match_score"": 0.4727272727272727, ""source"": ""crossref"", ""title"": ""High-Performance Polyaniline-Coated Carbon Nanotube Yarns for Wearable Thermoelectric Generators"", ""year"": null}, {""api_error"": null, ""api_score"": 49.759895, ""api_status"": 200, ""doi"": ""10.1021/acsaem.2c04160.s001"", ""journal"": null, ""match_score"": 0.425531914893617, ""source"": ""crossref"", ""title"": ""All-Solution-Processed Polythiophene/Carbon Nanotube Nanocomposites Integrated on Biocompatible Silk Fibroin Substrates for Wearable Thermoelectric Generators"", ""year"": null}, {""api_error"": null, ""api_score"": 254.86662, ""api_status"": 200, ""doi"": ""10.3389/fmats.2020.00219"", ""journal"": ""Frontiers in Materials"", ""match_score"": 0.3324358974358974, ""source"": ""openalex"", ""title"": ""All-Carbon Conductors for Electronic and Electrical Wiring Applications"", ""year"": 2020}]"
2019 How to overcome the electrical conductivity limitation of carbon nanotube yarns drawn from carbon nanotube arrays,how to overcome the electrical conductivity limitation of carbon nanotube yarns drawn from carbon nanotube arrays,10,2019.0,How to overcome the electrical conductivity limitation of carbon nanotube yarns drawn from carbon nanotube arrays,10.1016/j.carbon.2018.12.041,How to overcome the electrical conductivity limitation of carbon nanotube yarns drawn from carbon nanotube arrays,Carbon,2019.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 104.378815, ""api_status"": 200, ""doi"": ""10.1016/j.carbon.2018.12.041"", ""journal"": ""Carbon"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""How to overcome the electrical conductivity limitation of carbon nanotube yarns drawn from carbon nanotube arrays"", ""year"": 2019}, {""api_error"": null, ""api_score"": 2970.4563, ""api_status"": 200, ""doi"": ""10.1016/j.carbon.2018.12.041"", ""journal"": ""Carbon"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""How to overcome the electrical conductivity limitation of carbon nanotube yarns drawn from carbon nanotube arrays"", ""year"": 2018}, {""api_error"": null, ""api_score"": 55.594692, ""api_status"": 200, ""doi"": ""10.1016/j.carbon.2012.05.043"", ""journal"": ""Carbon"", ""match_score"": 0.5148275862068966, ""source"": ""crossref"", ""title"": ""Fabrication and mechanical properties of carbon nanotube yarns spun from ultra-long multi-walled carbon nanotube arrays"", ""year"": 2012}, {""api_error"": null, ""api_score"": 63.28705, ""api_status"": 200, ""doi"": ""10.1016/j.carbon.2011.05.008"", ""journal"": ""Carbon"", ""match_score"": 0.49831325301204815, ""source"": ""crossref"", ""title"": ""Electrical conductivity of pure carbon nanotube yarns"", ""year"": 2011}, {""api_error"": null, ""api_score"": 957.54004, ""api_status"": 200, ""doi"": ""10.3390/polym13071047"", ""journal"": ""Polymers"", ""match_score"": 0.44954128440366975, ""source"": ""openalex"", ""title"": ""Fabrication, Functionalization, and Application of Carbon Nanotube-Reinforced Polymer Composite: An Overview"", ""year"": 2021}]"
2019 Solving the Thermoelectric Trade-Off Problem with Metallic Carbon Nanotubes,solving the thermoelectric trade off problem with metallic carbon nanotubes,10,2019.0,Solving the Thermoelectric Trade-Off Problem with Metallic Carbon Nanotubes,10.1021/acs.nanolett.9b03022,Solving the Thermoelectric Trade-Off Problem with Metallic Carbon Nanotubes,Nano Letters,2019.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 45.79753, ""api_status"": 200, ""doi"": ""10.1021/acs.nanolett.9b03022"", ""journal"": ""Nano Letters"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Solving the Thermoelectric Trade-Off Problem with Metallic Carbon Nanotubes"", ""year"": 2019}, {""api_error"": null, ""api_score"": 3325.53, ""api_status"": 200, ""doi"": ""10.1021/acs.nanolett.9b03022"", ""journal"": ""Nano Letters"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Solving the Thermoelectric Trade-Off Problem with Metallic Carbon Nanotubes"", ""year"": 2019}, {""api_error"": null, ""api_score"": 74.025055, ""api_status"": 200, ""doi"": ""10.1021/acs.nanolett.9b03022.s001"", ""journal"": null, ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Solving the Thermoelectric Trade-Off Problem with Metallic Carbon Nanotubes"", ""year"": null}, {""api_error"": null, ""api_score"": 462.68985, ""api_status"": 200, ""doi"": ""10.3390/en12234561"", ""journal"": ""Energies"", ""match_score"": 0.6966666666666667, ""source"": ""openalex"", ""title"": ""Thermoelectric Properties of Carbon Nanotubes"", ""year"": 2019}, {""api_error"": null, ""api_score"": 290.23196, ""api_status"": 200, ""doi"": ""10.1038/s41467-024-47417-y"", ""journal"": ""Nature Communications"", ""match_score"": 0.45403141361256544, ""source"": ""openalex"", ""title"": ""Boosting thermoelectric performance of single-walled carbon nanotubes-based films through rational triple treatments"", ""year"": 2024}]"
2020_Super-Strong Carbon Nanotube Fibers Achieved by Engineering Gas Flow and Postsynthesis Treatment,super strong carbon nanotube fibers achieved by engineering gas flow and postsynthesis treatment,10,2020.0,Super-Strong Carbon Nanotube Fibers Achieved by Engineering Gas Flow and Postsynthesis Treatment,10.1021/acsami.9b19861,Super-Strong Carbon Nanotube Fibers Achieved by Engineering Gas Flow and Postsynthesis Treatment,ACS Applied Materials &amp; Interfaces,2020.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 58.36493, ""api_status"": 200, ""doi"": ""10.1021/acsami.9b19861"", ""journal"": ""ACS Applied Materials &amp; Interfaces"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Super-Strong Carbon Nanotube Fibers Achieved by Engineering Gas Flow and Postsynthesis Treatment"", ""year"": 2020}, {""api_error"": null, ""api_score"": 3557.8071, ""api_status"": 200, ""doi"": ""10.1021/acsami.9b19861"", ""journal"": ""ACS Applied Materials & Interfaces"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Super-Strong Carbon Nanotube Fibers Achieved by Engineering Gas Flow and Postsynthesis Treatment"", ""year"": 2020}, {""api_error"": null, ""api_score"": 99.41323, ""api_status"": 200, ""doi"": ""10.1021/acsami.9b19861.s001"", ""journal"": null, ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Super-Strong Carbon Nanotube Fibers Achieved by Engineering Gas Flow and Postsynthesis Treatment"", ""year"": null}, {""api_error"": null, ""api_score"": 33.66152, ""api_status"": 200, ""doi"": ""10.1016/j.carbon.2015.12.048"", ""journal"": ""Carbon"", ""match_score"": 0.5714285714285714, ""source"": ""crossref"", ""title"": ""Super-strong and highly conductive carbon nanotube ribbons from post-treatment methods"", ""year"": 2016}, {""api_error"": null, ""api_score"": 148.47627, ""api_status"": 200, ""doi"": ""10.5772/51784"", ""journal"": ""InTech eBooks"", ""match_score"": 0.45588235294117646, ""source"": ""openalex"", ""title"": ""Carbon Nanotubes for Energy Applications"", ""year"": 2013}]"
1989_Effect of Heat Treatment Temperature of Vapor-Grown Graphite Fibers I. Properties of their Bromin Intercalation Compounds,effect of heat treatment temperature of vapor grown graphite fibers i properties of their bromin intercalation compounds,9,1989.0,Effect of Heat Treatment Temperature of Vapor-Grown Graphite Fibers I. Properties of their Bromin Intercalation Compounds,10.1016/0379-6779(89)90818-7,Effect of heat-treatment temperature of vapor-grown graphite fibers I. Properties of their bromine intercalation compounds,Synthetic Metals,1989.0,crossref,0.9959,accepted,"[{""api_error"": null, ""api_score"": 63.790653, ""api_status"": 200, ""doi"": ""10.1016/0379-6779(89)90818-7"", ""journal"": ""Synthetic Metals"", ""match_score"": 0.995850622406639, ""source"": ""crossref"", ""title"": ""Effect of heat-treatment temperature of vapor-grown graphite fibers I. Properties of their bromine intercalation compounds"", ""year"": 1989}, {""api_error"": null, ""api_score"": 60.119884, ""api_status"": 200, ""doi"": ""10.1016/0379-6779(89)90819-9"", ""journal"": ""Synthetic Metals"", ""match_score"": 0.9294605809128631, ""source"": ""crossref"", ""title"": ""Effect of heat-treatment temperature of vapor-grown graphite fibers II. Stability of their bromine intercalation compounds"", ""year"": 1989}, {""api_error"": null, ""api_score"": 44.65331, ""api_status"": 200, ""doi"": ""10.1016/0008-6223(82)90494-8"", ""journal"": ""Carbon"", ""match_score"": 0.4311377245508982, ""source"": ""crossref"", ""title"": ""75. Intercalation of vapor grown graphite fibers"", ""year"": 1982}, {""api_error"": null, ""api_score"": 41.599762, ""api_status"": 200, ""doi"": ""10.1016/0008-6223(87)90224-7"", ""journal"": ""Carbon"", ""match_score"": 0.38661710037174724, ""source"": ""crossref"", ""title"": ""Potassium-graphite intercalation compounds prepared from carbon materials of different heat-treatment temperature and their reaction with water vapor"", ""year"": 1987}, {""api_error"": null, ""api_score"": 44.80297, ""api_status"": 200, ""doi"": ""10.1093/oso/9780195128277.003.0012"", ""journal"": ""Graphite Intercalation Compounds and Applications"", ""match_score"": 0.24836601307189543, ""source"": ""crossref"", ""title"": ""Highly Conductive Graphite Fibers"", ""year"": 2003}]"
1990 Mechanical and electrical properties of polyacetylene films oriented by tensile drawing,mechanical and electrical properties of polyacetylene films oriented by tensile drawing,9,1990.0,Mechanical and electrical properties of polyacetylene films oriented by tensile drawing,10.1016/0032-3861(91)90223-6,Mechanical and electrical properties of polyacetylene films oriented by tensile drawing,Polymer,1991.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 57.97343, ""api_status"": 200, ""doi"": ""10.1016/0032-3861(91)90223-6"", ""journal"": ""Polymer"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Mechanical and electrical properties of polyacetylene films oriented by tensile drawing"", ""year"": 1991}, {""api_error"": null, ""api_score"": 3939.5098, ""api_status"": 200, ""doi"": ""10.1016/0032-3861(91)90223-6"", ""journal"": ""Polymer"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Mechanical and electrical properties of polyacetylene films oriented by tensile drawing"", ""year"": 1991}, {""api_error"": null, ""api_score"": 40.495655, ""api_status"": 200, ""doi"": ""10.1016/0379-6779(91)91033-7"", ""journal"": ""Synthetic Metals"", ""match_score"": 0.7633950617283951, ""source"": ""crossref"", ""title"": ""Mechanical and electrical properties of highly oriented polyacetylene films"", ""year"": 1991}, {""api_error"": null, ""api_score"": 367.4369, ""api_status"": 200, ""doi"": ""10.1016/0379-6779(91)91033-7"", ""journal"": ""Synthetic Metals"", ""match_score"": 0.7633950617283951, ""source"": ""openalex"", ""title"": ""Mechanical and electrical properties of highly oriented polyacetylene films"", ""year"": 1991}, {""api_error"": null, ""api_score"": 32.059982, ""api_status"": 200, ""doi"": ""10.1080/00268948508074592"", ""journal"": ""Molecular Crystals and Liquid Crystals"", ""match_score"": 0.5547305389221557, ""source"": ""crossref"", ""title"": ""Mechanical and Electrical Properties of Highly Oriented Ribbons of Polyacetylene"", ""year"": 1985}]"
"1991 MECHANICAL AND ELECTRICAL PROPERTIES OF HIGHLY ORIENTED 
POLYACETYLENE FILMS",mechanical and electrical properties of highly oriented polyacetylene films,9,1991.0,MECHANICAL AND ELECTRICAL PROPERTIES OF HIGHLY ORIENTED POLYACETYLENE FILMS,10.1016/0379-6779(91)91033-7,Mechanical and electrical properties of highly oriented polyacetylene films,Synthetic Metals,1991.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 46.854984, ""api_status"": 200, ""doi"": ""10.1016/0379-6779(91)91033-7"", ""journal"": ""Synthetic Metals"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Mechanical and electrical properties of highly oriented polyacetylene films"", ""year"": 1991}, {""api_error"": null, ""api_score"": 322.4322, ""api_status"": 200, ""doi"": ""10.1016/0379-6779(91)91033-7"", ""journal"": ""Synthetic Metals"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Mechanical and electrical properties of highly oriented polyacetylene films"", ""year"": 1991}, {""api_error"": null, ""api_score"": 38.02584, ""api_status"": 200, ""doi"": ""10.1080/00268948508074592"", ""journal"": ""Molecular Crystals and Liquid Crystals"", ""match_score"": 0.8103225806451614, ""source"": ""crossref"", ""title"": ""Mechanical and Electrical Properties of Highly Oriented Ribbons of Polyacetylene"", ""year"": 1985}, {""api_error"": null, ""api_score"": 40.650913, ""api_status"": 200, ""doi"": ""10.1016/0032-3861(91)90223-6"", ""journal"": ""Polymer"", ""match_score"": 0.808395061728395, ""source"": ""crossref"", ""title"": ""Mechanical and electrical properties of polyacetylene films oriented by tensile drawing"", ""year"": 1991}, {""api_error"": null, ""api_score"": 36.14718, ""api_status"": 200, ""doi"": ""10.1016/0379-6779(89)90457-8"", ""journal"": ""Synthetic Metals"", ""match_score"": 0.7883211678832117, ""source"": ""crossref"", ""title"": ""Electrical properties of p-doped highly-oriented polyacetylene"", ""year"": 1989}]"
2010_Structure and process-dependent properties of solid-state spun carbon nanotube yarns,structure and process dependent properties of solid state spun carbon nanotube yarns,9,2010.0,Structure and process-dependent properties of solid-state spun carbon nanotube yarns,10.1088/0953-8984/22/33/334221,Structure and process-dependent properties of solid-state spun carbon nanotube yarns,Journal of Physics: Condensed Matter,2010.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 57.554707, ""api_status"": 200, ""doi"": ""10.1088/0953-8984/22/33/334221"", ""journal"": ""Journal of Physics: Condensed Matter"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Structure and process-dependent properties of solid-state spun carbon nanotube yarns"", ""year"": 2010}, {""api_error"": null, ""api_score"": 3236.3967, ""api_status"": 200, ""doi"": ""10.1088/0953-8984/22/33/334221"", ""journal"": ""Journal of Physics Condensed Matter"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Structure and process-dependent properties of solid-state spun carbon nanotube yarns"", ""year"": 2010}, {""api_error"": null, ""api_score"": 41.96199, ""api_status"": 200, ""doi"": ""10.1016/j.carbon.2015.06.044"", ""journal"": ""Carbon"", ""match_score"": 0.6620689655172414, ""source"": ""crossref"", ""title"": ""Time-dependent electrical properties of carbon nanotube yarns"", ""year"": 2015}, {""api_error"": null, ""api_score"": 45.309647, ""api_status"": 200, ""doi"": ""10.1016/b978-0-08-102722-6.00004-3"", ""journal"": ""Carbon Nanotube Fibers and Yarns"", ""match_score"": 0.4666666666666667, ""source"": ""crossref"", ""title"": ""Solution-spun carbon nanotube fibers"", ""year"": 2020}, {""api_error"": null, ""api_score"": 601.085, ""api_status"": 200, ""doi"": ""10.1007/s10853-019-03368-0"", ""journal"": ""Journal of Materials Science"", ""match_score"": 0.3971631205673759, ""source"": ""openalex"", ""title"": ""Thermal conductivity of carbon nanotube networks: a review"", ""year"": 2019}]"
2011 Highly conductive carbon nanotube buckypapers with improved doping stability via conjugational cross-linking,highly conductive carbon nanotube buckypapers with improved doping stability via conjugational cross linking,9,2011.0,Highly conductive carbon nanotube buckypapers with improved doping stability via conjugational cross-linking,10.1088/0957-4484/22/48/485708,Highly conductive carbon nanotube buckypapers with improved doping stability via conjugational cross-linking,Nanotechnology,2011.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 88.27317, ""api_status"": 200, ""doi"": ""10.1088/0957-4484/22/48/485708"", ""journal"": ""Nanotechnology"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Highly conductive carbon nanotube buckypapers with improved doping stability via conjugational cross-linking"", ""year"": 2011}, {""api_error"": null, ""api_score"": 4138.5522, ""api_status"": 200, ""doi"": ""10.1088/0957-4484/22/48/485708"", ""journal"": ""Nanotechnology"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Highly conductive carbon nanotube buckypapers with improved doping stability via conjugational cross-linking"", ""year"": 2011}, {""api_error"": null, ""api_score"": 37.39483, ""api_status"": 200, ""doi"": ""10.1039/c3cc38188a"", ""journal"": ""Chemical Communications"", ""match_score"": 0.631578947368421, ""source"": ""crossref"", ""title"": ""Noncovalently functionalized highly conducting carbon nanotube films with enhanced doping stability via an amide linkage"", ""year"": 2013}, {""api_error"": null, ""api_score"": 36.11207, ""api_status"": 200, ""doi"": ""10.1021/acsnano.6b04771.s013"", ""journal"": null, ""match_score"": 0.47804878048780486, ""source"": ""crossref"", ""title"": ""Three-Dimensional Printing of Highly Conductive Carbon Nanotube Microarchitectures with Fluid Ink"", ""year"": null}, {""api_error"": null, ""api_score"": 38.85803, ""api_status"": 200, ""doi"": ""10.1021/acsami.5c03517.s001"", ""journal"": null, ""match_score"": 0.4392156862745098, ""source"": ""crossref"", ""title"": ""Highly Anisotropic, Thermally Conductive, and Stretchable Carbon Fiber/Nanotube Elastomer Composite Fabricated via a Multilayer Float Assembly Method"", ""year"": null}]"
2015_Post-Treatments for Multifunctional Property Enhancement of Carbon Nanotube Fibers from the Floating Catalyst Method,post treatments for multifunctional property enhancement of carbon nanotube fibers from the floating catalyst method,9,2015.0,Post-Treatments for Multifunctional Property Enhancement of Carbon Nanotube Fibers from the Floating Catalyst Method,10.1021/acsami.5b09912,Post-Treatments for Multifunctional Property Enhancement of Carbon Nanotube Fibers from the Floating Catalyst Method,ACS Applied Materials &amp; Interfaces,2016.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 64.84512, ""api_status"": 200, ""doi"": ""10.1021/acsami.5b09912"", ""journal"": ""ACS Applied Materials &amp; Interfaces"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Post-Treatments for Multifunctional Property Enhancement of Carbon Nanotube Fibers from the Floating Catalyst Method"", ""year"": 2016}, {""api_error"": null, ""api_score"": 3523.5806, ""api_status"": 200, ""doi"": ""10.1021/acsami.5b09912"", ""journal"": ""ACS Applied Materials & Interfaces"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Post-Treatments for Multifunctional Property Enhancement of Carbon Nanotube Fibers from the Floating Catalyst Method"", ""year"": 2016}, {""api_error"": null, ""api_score"": 96.57283, ""api_status"": 200, ""doi"": ""10.1021/acsami.5b09912.s001"", ""journal"": null, ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Post-Treatments for Multifunctional Property Enhancement of Carbon Nanotube Fibers from the Floating Catalyst Method"", ""year"": null}, {""api_error"": null, ""api_score"": 44.699707, ""api_status"": 200, ""doi"": ""10.1016/j.matdes.2016.07.045"", ""journal"": ""Materials &amp; Design"", ""match_score"": 0.7523809523809524, ""source"": ""crossref"", ""title"": ""Multi-property enhancement of aligned carbon nanotube thin films from floating catalyst method"", ""year"": 2016}, {""api_error"": null, ""api_score"": 41.55921, ""api_status"": 200, ""doi"": ""10.1016/j.colsurfa.2016.09.036"", ""journal"": ""Colloids and Surfaces A: Physicochemical and Engineering Aspects"", ""match_score"": 0.6804123711340206, ""source"": ""crossref"", ""title"": ""Electrical property enhancement of carbon nanotube fibers from post treatments"", ""year"": 2016}]"
