measurement_id,record_id,property,value_canonical,unit_canonical,source_file,source_sheet,source_row,material_family,form_factor,comparison_scope,source_citation_class,evidence_tier,comparison_note
meas_e79658ee03c9,rec_adad7b32be1c,diameter,3.667e-05,m,literature_addendum_records.tsv,Science 2026 Tables S5-S6,4,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_be41bed5b0fb,rec_adad7b32be1c,linear_density,1.49e-06,kg/m,literature_addendum_records.tsv,Science 2026 Tables S5-S6,4,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_bbe4a90d0cd9,rec_adad7b32be1c,specific_strength,975000.0,N m/kg,literature_addendum_records.tsv,Science 2026 Tables S5-S6,4,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_0926db7d3586,rec_adad7b32be1c,tensile_strength,1370000000.0,Pa,literature_addendum_records.tsv,Science 2026 Tables S5-S6,4,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_72b73a033376,rec_adad7b32be1c,specific_modulus,36810000.0,N m/kg,literature_addendum_records.tsv,Science 2026 Tables S5-S6,4,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_5021e14e0a8b,rec_adad7b32be1c,initial_modulus,51870000000.0,Pa,literature_addendum_records.tsv,Science 2026 Tables S5-S6,4,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_2376f43b63e6,rec_adad7b32be1c,electrical_conductivity,24440000.0,S/m,literature_addendum_records.tsv,Science 2026 Tables S5-S6,4,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_df231d70741a,rec_adad7b32be1c,specific_electrical_conductivity,17350.0,S m^2/kg,literature_addendum_records.tsv,Science 2026 Tables S5-S6,4,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_1a68e73f1521,rec_adad7b32be1c,g_d_ratio,50.0,ratio,literature_addendum_records.tsv,Science 2026 Tables S5-S6,4,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_2f54e6c59686,rec_4003467347cf,density,5900.0,kg/m^3,literature_addendum_records.tsv,Advanced Electronic Materials 2021,5,CNT_metal_composite,fiber_yarn,normalized_candidate,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_ab31d4fd0541,rec_4003467347cf,specific_volume,0.0001694915254237288,m^3/kg,literature_addendum_records.tsv,Advanced Electronic Materials 2021,5,CNT_metal_composite,fiber_yarn,normalized_candidate,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_b133a460d49f,rec_4003467347cf,diameter,9.999999999999999e-06,m,literature_addendum_records.tsv,Advanced Electronic Materials 2021,5,CNT_metal_composite,fiber_yarn,normalized_candidate,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_3667dbd68d4b,rec_4003467347cf,specific_strength,53900.0,N m/kg,literature_addendum_records.tsv,Advanced Electronic Materials 2021,5,CNT_metal_composite,fiber_yarn,normalized_candidate,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_8c4e5481ed48,rec_4003467347cf,tensile_strength,318000000.0,Pa,literature_addendum_records.tsv,Advanced Electronic Materials 2021,5,CNT_metal_composite,fiber_yarn,normalized_candidate,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_1d6a7d858b3e,rec_4003467347cf,initial_modulus,53780000000.0,Pa,literature_addendum_records.tsv,Advanced Electronic Materials 2021,5,CNT_metal_composite,fiber_yarn,normalized_candidate,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_41c680d5c5fd,rec_4003467347cf,breaking_strain,0.018000000000000002,1,literature_addendum_records.tsv,Advanced Electronic Materials 2021,5,CNT_metal_composite,fiber_yarn,normalized_candidate,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_f313e445895a,rec_4003467347cf,electrical_conductivity,55000000.0,S/m,literature_addendum_records.tsv,Advanced Electronic Materials 2021,5,CNT_metal_composite,fiber_yarn,normalized_candidate,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_3634794dc115,rec_4003467347cf,specific_electrical_conductivity,9400.0,S m^2/kg,literature_addendum_records.tsv,Advanced Electronic Materials 2021,5,CNT_metal_composite,fiber_yarn,normalized_candidate,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_e46e31c1e7b3,rec_4003467347cf,ampacity,19970000000.0,A/m^2,literature_addendum_records.tsv,Advanced Electronic Materials 2021,5,CNT_metal_composite,fiber_yarn,normalized_candidate,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_6982c8082985,rec_3c7ead22244a,density,5900.0,kg/m^3,literature_addendum_records.tsv,Advanced Electronic Materials 2021,6,CNT_metal_composite,fiber_yarn,normalized_candidate,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_abec064dea73,rec_3c7ead22244a,specific_volume,0.0001694915254237288,m^3/kg,literature_addendum_records.tsv,Advanced Electronic Materials 2021,6,CNT_metal_composite,fiber_yarn,normalized_candidate,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_33385eab7da8,rec_3c7ead22244a,diameter,9.999999999999999e-06,m,literature_addendum_records.tsv,Advanced Electronic Materials 2021,6,CNT_metal_composite,fiber_yarn,normalized_candidate,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_e7f1e2eb6346,rec_3c7ead22244a,electrical_conductivity,55000000.0,S/m,literature_addendum_records.tsv,Advanced Electronic Materials 2021,6,CNT_metal_composite,fiber_yarn,normalized_candidate,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_50d427f0b2d3,rec_3c7ead22244a,specific_electrical_conductivity,9400.0,S m^2/kg,literature_addendum_records.tsv,Advanced Electronic Materials 2021,6,CNT_metal_composite,fiber_yarn,normalized_candidate,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_92dfa2093d59,rec_3c7ead22244a,ampacity,2740000000.0,A/m^2,literature_addendum_records.tsv,Advanced Electronic Materials 2021,6,CNT_metal_composite,fiber_yarn,normalized_candidate,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_5b8726e4b55a,rec_95c994cbfe4f,electrical_conductivity,3600000.0,S/m,literature_addendum_records.tsv,Carbon 2026 iodine,7,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_6e677c311892,rec_29f09d4a1375,electrical_conductivity,5700000.0,S/m,literature_addendum_records.tsv,Carbon 2026 iodine,8,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_7ae5b44aeb9f,rec_11ef996830a7,electrical_conductivity,8800000.0,S/m,literature_addendum_records.tsv,Carbon 2026 iodine,9,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_a4a0cc38741d,rec_f1e1f0f128dd,density,1397.2672686651,kg/m^3,XiaO_DATA.xlsx,Sheet1,4,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,unresolved_or_internal_source,needs_source_review,Record lacks DOI-backed provenance; keep internal until source is resolved.
meas_ea6322be5f3c,rec_f1e1f0f128dd,specific_volume,0.0007156826917983736,m^3/kg,XiaO_DATA.xlsx,Sheet1,4,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,unresolved_or_internal_source,needs_source_review,Record lacks DOI-backed provenance; keep internal until source is resolved.
meas_361af1364906,rec_f1e1f0f128dd,diameter,1.9999999999999998e-05,m,XiaO_DATA.xlsx,Sheet1,4,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,unresolved_or_internal_source,needs_source_review,Record lacks DOI-backed provenance; keep internal until source is resolved.
meas_0209fe483fc9,rec_f1e1f0f128dd,linear_density,4.04e-07,kg/m,XiaO_DATA.xlsx,Sheet1,4,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,unresolved_or_internal_source,needs_source_review,Record lacks DOI-backed provenance; keep internal until source is resolved.
meas_37dadaf589b5,rec_f1e1f0f128dd,specific_strength,3219221.5,N m/kg,XiaO_DATA.xlsx,Sheet1,4,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,unresolved_or_internal_source,needs_source_review,Record lacks DOI-backed provenance; keep internal until source is resolved.
meas_5e27aa58f3ec,rec_f1e1f0f128dd,tensile_strength,4498342644.37525,Pa,XiaO_DATA.xlsx,Sheet1,4,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,unresolved_or_internal_source,needs_source_review,Record lacks DOI-backed provenance; keep internal until source is resolved.
meas_bee282c59ca2,rec_f1e1f0f128dd,specific_modulus,138452690.0,N m/kg,XiaO_DATA.xlsx,Sheet1,4,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,unresolved_or_internal_source,needs_source_review,Record lacks DOI-backed provenance; keep internal until source is resolved.
meas_761c377a2f19,rec_f1e1f0f128dd,initial_modulus,193455411995.63602,Pa,XiaO_DATA.xlsx,Sheet1,4,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,unresolved_or_internal_source,needs_source_review,Record lacks DOI-backed provenance; keep internal until source is resolved.
meas_d9aad4c35719,rec_f1e1f0f128dd,breaking_strain,0.03901975,1,XiaO_DATA.xlsx,Sheet1,4,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,unresolved_or_internal_source,needs_source_review,Record lacks DOI-backed provenance; keep internal until source is resolved.
meas_c67ebfec1394,rec_f1e1f0f128dd,work_of_rupture,75072.79250000001,J/kg,XiaO_DATA.xlsx,Sheet1,4,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,unresolved_or_internal_source,needs_source_review,Record lacks DOI-backed provenance; keep internal until source is resolved.
meas_61bad6c5481a,rec_f1e1f0f128dd,electrical_conductivity,1070000.0,S/m,XiaO_DATA.xlsx,Sheet1,4,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,unresolved_or_internal_source,needs_source_review,Record lacks DOI-backed provenance; keep internal until source is resolved.
meas_4dcb58870af3,rec_f1e1f0f128dd,specific_electrical_conductivity,765.7804802242598,S m^2/kg,XiaO_DATA.xlsx,Sheet1,4,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,unresolved_or_internal_source,needs_source_review,Record lacks DOI-backed provenance; keep internal until source is resolved.
meas_aeb35ed55af8,rec_f1e1f0f128dd,thermal_conductivity,353.9,W/m/K,XiaO_DATA.xlsx,Sheet1,4,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,unresolved_or_internal_source,needs_source_review,Record lacks DOI-backed provenance; keep internal until source is resolved.
meas_d6844ee84950,rec_f1e1f0f128dd,specific_thermal_conductivity,0.25328010462744444,W m^2/K/kg,XiaO_DATA.xlsx,Sheet1,4,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,unresolved_or_internal_source,needs_source_review,Record lacks DOI-backed provenance; keep internal until source is resolved.
meas_d3c5b12c1bce,rec_70d98b63b98c,density,662.487142797564,kg/m^3,XiaO_DATA.xlsx,Sheet1,5,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,unresolved_or_internal_source,needs_source_review,Record lacks DOI-backed provenance; keep internal until source is resolved.
meas_69c1ae2a63de,rec_70d98b63b98c,specific_volume,0.0015094632565655236,m^3/kg,XiaO_DATA.xlsx,Sheet1,5,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,unresolved_or_internal_source,needs_source_review,Record lacks DOI-backed provenance; keep internal until source is resolved.
meas_888308527971,rec_70d98b63b98c,diameter,4.4e-05,m,XiaO_DATA.xlsx,Sheet1,5,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,unresolved_or_internal_source,needs_source_review,Record lacks DOI-backed provenance; keep internal until source is resolved.
meas_bb690f75b88e,rec_70d98b63b98c,linear_density,4.7299999999999996e-07,kg/m,XiaO_DATA.xlsx,Sheet1,5,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,unresolved_or_internal_source,needs_source_review,Record lacks DOI-backed provenance; keep internal until source is resolved.
meas_1a876cc529d0,rec_70d98b63b98c,specific_strength,1228884.4100000001,N m/kg,XiaO_DATA.xlsx,Sheet1,5,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,unresolved_or_internal_source,needs_source_review,Record lacks DOI-backed provenance; keep internal until source is resolved.
meas_5deec8f71099,rec_70d98b63b98c,tensile_strength,809064649.8663609,Pa,XiaO_DATA.xlsx,Sheet1,5,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,unresolved_or_internal_source,needs_source_review,Record lacks DOI-backed provenance; keep internal until source is resolved.
meas_e74e02ba7a4f,rec_70d98b63b98c,specific_modulus,53124181.818181805,N m/kg,XiaO_DATA.xlsx,Sheet1,5,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,unresolved_or_internal_source,needs_source_review,Record lacks DOI-backed provenance; keep internal until source is resolved.
meas_d320e5dc6d1c,rec_70d98b63b98c,breaking_strain,0.0497761533333333,1,XiaO_DATA.xlsx,Sheet1,5,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,unresolved_or_internal_source,needs_source_review,Record lacks DOI-backed provenance; keep internal until source is resolved.
meas_602669adb87b,rec_70d98b63b98c,work_of_rupture,43039.0506666667,J/kg,XiaO_DATA.xlsx,Sheet1,5,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,unresolved_or_internal_source,needs_source_review,Record lacks DOI-backed provenance; keep internal until source is resolved.
meas_a6bd4636f6fc,rec_70d98b63b98c,electrical_conductivity,165000.0,S/m,XiaO_DATA.xlsx,Sheet1,5,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,unresolved_or_internal_source,needs_source_review,Record lacks DOI-backed provenance; keep internal until source is resolved.
meas_0c8bb4ef49cf,rec_70d98b63b98c,specific_electrical_conductivity,249.06143733331137,S m^2/kg,XiaO_DATA.xlsx,Sheet1,5,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,unresolved_or_internal_source,needs_source_review,Record lacks DOI-backed provenance; keep internal until source is resolved.
meas_cc992441365a,rec_70d98b63b98c,thermal_conductivity,105.6,W/m/K,XiaO_DATA.xlsx,Sheet1,5,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,unresolved_or_internal_source,needs_source_review,Record lacks DOI-backed provenance; keep internal until source is resolved.
meas_f42e8e6b34f1,rec_70d98b63b98c,specific_thermal_conductivity,0.15939931989331926,W m^2/K/kg,XiaO_DATA.xlsx,Sheet1,5,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,unresolved_or_internal_source,needs_source_review,Record lacks DOI-backed provenance; keep internal until source is resolved.
meas_1c88bfc7e633,rec_fd18c73500a7,density,1500.0,kg/m^3,XiaO_DATA.xlsx,Sheet1,6,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_3709602d5278,rec_fd18c73500a7,specific_volume,0.0006666666666666666,m^3/kg,XiaO_DATA.xlsx,Sheet1,6,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_e60c55dba3e6,rec_fd18c73500a7,diameter,1.9999999999999998e-05,m,XiaO_DATA.xlsx,Sheet1,6,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_6614c3f10504,rec_fd18c73500a7,linear_density,5.2e-07,kg/m,XiaO_DATA.xlsx,Sheet1,6,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_ce15216ae124,rec_fd18c73500a7,specific_strength,1540000.0,N m/kg,XiaO_DATA.xlsx,Sheet1,6,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_17b22ed4b919,rec_fd18c73500a7,tensile_strength,2400000000.0,Pa,XiaO_DATA.xlsx,Sheet1,6,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_90c469a36301,rec_fd18c73500a7,specific_modulus,160000000.0,N m/kg,XiaO_DATA.xlsx,Sheet1,6,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_c060269844ea,rec_fd18c73500a7,initial_modulus,250000000000.0,Pa,XiaO_DATA.xlsx,Sheet1,6,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_674ab31f73e6,rec_fd18c73500a7,breaking_strain,0.0175,1,XiaO_DATA.xlsx,Sheet1,6,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_bfc3c31d872d,rec_fd18c73500a7,work_of_rupture,17000.0,J/kg,XiaO_DATA.xlsx,Sheet1,6,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_17321457e0d1,rec_fd18c73500a7,electrical_conductivity,8500000.0,S/m,XiaO_DATA.xlsx,Sheet1,6,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_9974c27771c4,rec_fd18c73500a7,specific_electrical_conductivity,5666.666666666667,S m^2/kg,XiaO_DATA.xlsx,Sheet1,6,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_b2ad220b1d5f,rec_4bbda920b592,density,1110.0,kg/m^3,XiaO_DATA.xlsx,Sheet1,7,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_3e0f0a516725,rec_4bbda920b592,specific_volume,0.0009009009009009008,m^3/kg,XiaO_DATA.xlsx,Sheet1,7,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_357e09bb1c6a,rec_4bbda920b592,diameter,5.27e-05,m,XiaO_DATA.xlsx,Sheet1,7,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_aa451bdcac5c,rec_4bbda920b592,specific_strength,104504.504504505,N m/kg,XiaO_DATA.xlsx,Sheet1,7,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_461849bb0785,rec_4bbda920b592,tensile_strength,116000000.0,Pa,XiaO_DATA.xlsx,Sheet1,7,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_3ae8c993ea80,rec_4bbda920b592,specific_modulus,108108108.108108,N m/kg,XiaO_DATA.xlsx,Sheet1,7,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_2f1c9df2de88,rec_4bbda920b592,initial_modulus,120000000000.0,Pa,XiaO_DATA.xlsx,Sheet1,7,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_a9177f704d58,rec_4bbda920b592,thermal_conductivity,21.0,W/m/K,XiaO_DATA.xlsx,Sheet1,7,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
meas_5153ec4518cf,rec_4bbda920b592,specific_thermal_conductivity,0.01891891891891892,W m^2/K/kg,XiaO_DATA.xlsx,Sheet1,7,CNT_or_CNT_hybrid,fiber_yarn,strict_candidate_missing_conditions,peer_reviewed_research_record,primary_literature_candidate,"Research-material record with DOI; still requires sample, unit, and condition curation before public use."
